Id_aynm,Id_ayno,Id_medida,Localizacion
1599,1443,76,A
1600,1444,76,A
1601,1445,76,A
1602,1446,76,A
1603,1447,76,A
1604,1448,79,A
1605,1449,79,A
1606,1450,79,A
1607,1451,79,A
1608,1452,79,A
1609,1453,76,A
1610,1454,76,A
1611,1455,76,A
1612,1456,76,A
1613,1457,76,A
1614,1458,17,A
1615,1459,17,A
1616,1460,17,A
1617,1461,17,A
1618,1462,17,A
1619,1463,17,A
1620,1464,17,A
1621,1465,29,A
1622,1466,29,A
1623,1467,29,A
1624,1468,29,A
1625,1469,17,A
1626,1470,17,A
1627,1471,17,A
1628,1472,17,A
1629,1473,17,A
1630,1474,17,A
1631,1475,17,A
1632,1476,17,A
1633,1477,17,A
1634,1478,17,A
1635,1484,17,A
1636,1485,17,A
1637,1486,17,A
1638,1482,17,A
1639,1483,17,A
1640,1484,28,A
1641,1485,28,A
1642,1486,28,A
1643,1487,28,A
1644,1488,28,A
1645,1489,28,A
1646,1490,28,A
1647,1491,28,A
1648,1492,28,A
1649,1493,28,A
1650,1494,28,A
1651,1495,37,A
1652,1496,37,A
1653,1497,37,A
1654,1498,37,A
1655,1499,37,A
1656,1500,37,A
1657,1501,37,A
1658,1502,28,A
1659,1503,28,A
1660,1504,28,A
1661,1505,28,A
1662,1506,28,A
1663,1507,28,A
1664,1508,28,A
1665,1509,28,A
1666,1510,28,A
1667,1511,28,A
1668,1512,28,A
1669,1513,52,A
1670,1514,52,A
1671,1515,68,A
1672,1516,68,A
1673,1517,68,A
1674,1518,68,A
1675,1519,68,A
1676,1520,68,A
1677,1521,68,A
1678,1522,68,A
1679,1523,68,A
1680,1524,37,A
1681,1525,37,A
1682,1526,37,A
1683,1527,37,A
1684,1528,37,A
1685,1529,37,A
1686,1530,37,A
1687,1531,37,A
1688,1532,37,A
1689,1533,37,A
1690,1534,25,A
1691,1535,25,A
1692,1536,25,A
1693,1537,25,A
1694,1538,27,A
1695,1539,27,A
1696,1540,27,A
1697,1541,11,A
1698,1542,11,A
1699,1543,11,A
1700,1544,11,A
1701,1545,27,A
1702,1546,11,A
1703,1547,11,A
1704,1548,11,A
1705,1549,35,A
1706,1550,35,A
1707,1551,35,A
1708,1552,35,A
1709,1553,35,A
1710,1554,27,A
1711,1555,27,A
1712,1556,27,A
1713,1557,35,A
1714,1558,35,A
1715,1559,35,A
1716,1560,35,A
1717,1561,52,A
1718,1562,52,A
1719,1563,52,A
1720,1564,52,A
1721,1565,52,A
1722,1566,52,A
1723,1567,52,A
1724,1568,52,A
1725,1569,52,A
1726,1570,52,A
1727,1571,52,A
1728,1572,38,A
1729,1573,38,A
1730,1574,38,A
1731,1575,38,A
1732,1576,38,A
1733,1577,28,A
1734,1578,28,A
1735,1579,28,A
1736,1580,28,A
1737,1581,28,A
1738,1582,28,A
1739,1583,28,A
1740,1584,28,A
1741,1585,28,A
1742,1586,28,A
1743,1587,28,A
1744,1588,37,A
1745,1589,25,A
1746,1590,25,A
1747,1591,25,A
1748,1592,25,A
1749,1593,3,A
1750,1594,54,A
1751,1595,54,A
1752,1596,54,A
1753,1597,54,A
1754,1598,54,A
1755,1599,54,A
1756,1600,54,A
1757,1601,54,A
1758,1602,54,A
1759,1603,70,A
1760,1604,70,A
1761,1605,28,A
1762,1606,28,A
1763,1607,28,A
1764,1608,28,A
1765,1609,28,A
1766,1610,28,A
1767,1611,28,A
1768,1612,28,A
1769,1613,28,A
1770,1614,28,A
1771,1615,28,A
1772,1626,28,A
1773,1617,28,A
1774,1618,28,A
1775,1619,28,A
1776,1620,28,A
1777,1621,28,A
1778,1622,28,A
1779,1623,28,A
1780,1624,28,A
1781,1625,28,A
1782,1626,28,A
1783,1627,48,A
1784,1628,48,A
1785,1629,48,A
1786,1630,25,A
1787,1631,25,A
1788,1632,25,A
1789,1633,25,A
1790,1634,70,A
1791,1635,70,A
1792,1636,129,A
1793,1637,129,A
1794,1638,129,A
1795,1639,129,A
1796,1640,17,A
1797,1641,17,A
1798,1642,17,A
1799,1643,17,A
1800,1644,17,A
1801,1645,17,A
1802,1646,17,A
1803,1647,17,A
1804,1648,17,A
1805,1649,3,A
1806,1650,3,A
1807,1651,3,A
1808,1652,3,A
1809,1653,3,A
1810,1654,3,A
1811,1655,3,A
1812,1656,3,A
1813,1657,3,A
1814,1658,3,A
1815,1659,25,A
1816,1660,25,A
1817,1661,25,A
1818,1662,28,A
1819,1663,28,A
1820,1664,3,A
1821,1665,25,A
1822,1666,25,A
1823,1667,25,A
1824,1668,25,A
1825,1669,25,A
1826,1670,25,A
1827,1671,25,A
1828,1672,25,A
1829,1673,25,A
1830,1674,25,A
1831,1675,25,A
1832,1676,25,A
1833,1677,25,A
1834,1678,25,A
1835,1679,25,A
1836,1680,74,A
1837,1681,74,A
1838,1682,74,A
1839,1683,74,A
1840,1684,74,A
1841,1685,74,A
1842,1686,74,A
1843,1687,74,A
1844,1688,74,A
1845,1689,74,A
1846,1690,74,A
1847,1691,74,A
1848,1692,74,A
1849,1693,74,A
1850,1694,73,A
1851,1695,73,A
1852,1696,73,A
1853,1697,176,A
1854,1698,176,A
1855,1699,128,A
1856,1700,128,A
1857,1701,128,A
1858,1702,128,A
1859,1703,128,A
1860,1704,35,A
1861,1705,35,A
1862,1706,35,A
1863,1707,35,A
1864,1708,37,A
1865,1709,37,A
1866,1710,37,A
1867,1711,37,A
1868,1712,177,A
1869,1713,177,A
1870,1714,177,A
1871,1715,177,A
1872,1716,157,A
1873,1717,157,A
1874,1718,157,A
1875,1719,157,A
1876,1720,157,A
1877,1721,157,A
1878,1722,159,A
1879,1723,159,A
1880,1724,159,A
1881,1725,159,A
1882,1726,159,A
1883,1727,159,A
1884,1728,159,A
1885,1729,159,A
1886,1730,159,A
1887,1731,159,A
1888,1732,159,A
1889,1733,159,A
1890,1734,159,A
1891,1735,159,A
1892,1736,229,A
1893,1737,229,A
1894,1738,17,A
1895,1739,17,A
1896,1740,17,A
1897,1741,17,A
1898,1742,17,A
1899,1743,17,A
1900,1744,17,A
1901,1745,25,A
1902,1746,25,A
1903,1747,25,A
1904,1748,25,A
1905,1749,25,A
1906,1750,25,A
1907,1751,25,A
1908,1752,25,A
1909,1753,25,A
1910,1754,25,A
1911,1755,25,A
1912,1756,25,A
1913,1757,25,A
1914,1758,48,A
1915,1759,48,A
1916,1760,48,A
1917,1761,48,A
1918,1762,40,A
1919,1763,40,A
1920,1764,40,A
1921,1765,40,A
1922,1766,40,A
1923,1767,40,A
1924,1768,40,A
1925,1769,40,A
1926,1770,40,A
1927,1771,40,A
1928,1772,40,A
1929,1773,52,A
1930,1774,40,A
1931,1775,40,A
1932,1776,40,A
1933,1777,40,A
1934,1778,40,A
1935,1779,70,A
1936,1780,70,A
1937,1781,70,A
1938,1782,70,A
1939,1783,114,A
1940,1784,114,A
1941,1785,35,A
1942,1786,35,A
1943,1787,35,A
1944,1788,17,A
1945,1789,17,A
1946,1790,17,A
1947,1791,17,A
1948,1792,17,A
1949,1793,17,A
1950,1794,17,A
1951,1795,17,A
1952,1796,17,A
1953,1797,17,A
1954,1798,17,A
1955,1799,17,A
1956,1800,17,A
1957,1801,17,A
1958,1802,17,A
1959,1803,25,A
1960,1804,25,A
1961,1805,25,A
1962,1806,25,A
1963,1807,25,A
1964,1808,147,A
1965,1809,147,A
1966,1810,147,A
1967,1811,147,A
1968,1812,147,A
1969,1813,147,A
1970,1814,147,A
1971,1815,147,A
1972,1816,147,A
1973,1817,147,A
1974,1818,37,A
1975,1819,52,A
1976,1820,52,A
1977,1821,52,A
1978,1822,52,A
1979,1823,52,A
1980,1824,140,A
1981,1825,140,A
1982,1826,140,A
1983,1827,140,A
1984,1828,87,A
1985,1829,87,A
1986,1830,87,A
1987,1831,87,A
1988,1832,70,A
1989,1833,70,A
1990,1834,70,A
1991,1835,70,A
1992,1836,70,A
1993,1837,87,A
1994,1838,87,A
1995,1839,87,A
1996,1840,87,A
1997,1841,87,A
1998,1842,117,A
1999,1843,117,A
2000,1844,117,A
2001,1845,188,D
2002,1845,238,T
2003,1846,188,D
2004,1846,238,T
2005,1847,188,D
2006,1847,238,T
2007,1848,37,A
2008,1849,37,A
2009,1850,157,A
2010,1851,157,A
2011,1852,157,A
2012,1853,157,A
2013,1854,157,A
2014,1855,157,A
2015,1856,157,A
2016,1857,157,A
2017,1858,157,A
2018,1859,157,A
2019,1860,157,A
2020,1861,157,A
2021,1862,157,A
2022,1863,157,A
2023,1864,157,A
2024,1865,157,A
2025,1866,157,A
2026,1867,157,A
2027,1868,205,A
2028,1869,205,A
2029,1870,205,A
2030,1871,205,A
2031,1872,205,A
2032,1873,205,A
2033,1874,93,A
2034,1875,114,A
2035,1876,114,A
2036,1877,114,A
2037,1878,114,A
2038,1879,114,A
2039,1880,114,A
2040,1881,114,A
2041,1882,145,A
2042,1883,145,A
2043,1884,145,A
2044,1885,74,A
2045,1886,74,A
2046,1887,74,A
2047,1888,103,A
2048,1889,103,A
2049,1890,103,A
2050,1891,103,A
2051,1892,103,A
2052,1893,103,A
2053,1894,103,A
2054,1895,103,A
2055,1896,103,A
2056,1897,103,A
2057,1898,103,A
2058,1899,103,A
2059,1900,103,A
2060,1901,103,A
2061,1902,103,A
2062,1903,103,A
2063,1904,103,A
2064,1905,103,A
2065,1906,103,A
2066,1907,103,A
2067,1908,103,A
2068,1909,103,A
2069,1910,103,A
2070,1911,156,A
2071,1912,156,A
2072,1913,156,A
2073,1914,36,A
2074,1915,36,A
2075,1916,36,A
2076,1917,70,A
2077,1918,70,A
2078,1919,70,A
2079,1920,123,A
2080,1921,123,A
2081,1922,123,A
2082,1923,126,A
2083,1924,126,A
2084,1925,126,A
2085,1926,14,A
2086,1927,14,A
2087,1928,14,A
2088,1929,156,A
2089,1930,156,A
2090,1931,73,A
2091,1932,73,A
2092,1933,148,A
2093,1934,148,A
2094,1935,120,A
2095,1936,120,A
2096,1937,52,A
2097,1938,52,A
2098,1939,69,A
2099,1940,69,A
2100,1941,69,A
2101,1942,69,A
2102,1943,69,A
2103,1944,73,A
2104,1945,73,A
2105,1946,73,A
2106,1947,73,A
2107,1948,73,A
2108,1949,73,A
2109,1950,114,A
2110,1951,114,A
2111,1952,114,A
2112,1953,114,A
2113,1954,114,A
2114,1955,114,A
2115,1956,114,A
2116,1957,114,A
2117,1958,114,A
2118,1959,114,A
2119,1960,114,A
2120,1961,33,A
2121,1962,33,A
2122,1963,33,A
2123,1964,33,A
2124,1965,33,A
2125,1966,33,A
2126,1967,33,A
2127,1968,33,A
2128,1969,33,A
2129,1970,37,A
2130,1971,37,A
2131,1972,37,A
2132,1973,37,A
2133,1974,37,A
2134,1975,37,A
2135,1976,38,A
2136,1977,38,A
2137,1978,38,A
2138,1979,38,A
2139,1980,38,A
2140,1981,70,A
2141,1982,70,A
2142,1983,70,A
2143,1984,70,A
2144,1985,70,A
2145,1986,70,A
2146,1987,70,A
2147,1988,70,A
2148,1989,70,A
2149,1990,70,A
2150,1991,87,A
2151,1992,87,A
2152,1993,87,A
2153,1994,76,A
2154,1995,76,A
2155,1996,76,A
2156,1997,76,A
2157,1998,76,A
2158,1999,76,A
2159,2000,96,A
2160,2001,96,A
2161,2002,96,A
2162,2003,126,A
2163,2004,126,A
2164,2005,126,A
2165,2006,126,A
2166,2007,126,A
2167,2008,126,A
2168,2009,126,A
2169,2010,126,A
2170,2011,126,A
2171,2012,126,A
2172,2013,126,A
2173,2014,126,A
2174,2015,126,A
2175,2016,76,A
2176,2017,26,A
2177,2018,26,A
2178,2019,26,A
2179,2020,26,A
2180,2021,26,A
2181,2022,26,A
2182,2023,26,A
2183,2024,26,A
2184,2025,26,A
2185,2026,26,A
2186,2027,26,A
2187,2028,25,A
2188,2029,25,A
2189,2030,25,A
2190,2031,25,A
2191,2032,25,A
2192,2033,25,A
2193,2034,57,A
2194,2035,57,A
2195,2036,57,A
2196,2037,90,A
2197,2038,90,A
2198,2039,90,A
2199,2040,90,A
2200,2041,90,A
2201,2042,89,A
2202,2043,89,A
2203,2044,89,A
2204,2045,144,A
2205,2046,144,A
2206,2047,144,A
2207,2048,144,A
2208,2049,144,A
2209,2050,74,A
2210,2051,74,A
2211,2052,74,A
2212,2053,177,A
2213,2054,177,A
2214,2055,177,A
2215,2056,177,A
2216,2057,66,A
2217,2058,66,A
2218,2059,54,A
2219,2060,54,A
2220,2061,54,A
2221,2062,54,A
2222,2063,53,A
2223,2064,53,A
2224,2065,11,A
2225,2066,11,A
2226,2067,11,A
2227,2068,11,A
2228,2069,11,A
2229,2070,11,A
2230,2071,11,A
2231,2072,11,A
2232,2073,27,A
2233,2074,27,A
2234,2075,27,A
2235,2076,27,A
2236,2077,7,A
2237,2078,7,A
2238,2079,7,A
2239,2080,7,A
2240,2081,7,A
2241,2082,7,A
2242,2083,7,A
2243,2084,22,A
2244,2085,22,A
2245,2086,7,A
2246,2087,7,A
2247,2088,7,A
2248,2089,147,A
2249,2090,147,A
2250,2091,147,A
2251,2092,147,A
2252,2093,66,A
2253,2094,66,A
2254,2095,66,A
2255,2096,66,A
2256,2097,66,A
2257,2098,70,A
2258,2099,84,A
2259,2100,84,A
2260,2101,84,A
2261,2102,84,A
2262,2103,84,A
2263,2104,84,A
2264,2105,75,A
2265,2109,75,A
2266,2110,75,A
2267,2111,75,A
2268,2109,75,A
2269,2110,75,A
2270,2111,75,A
2271,2112,51,A
2272,2113,51,A
2273,2114,51,A
2274,2115,38,A
2275,2116,38,A
2276,2117,38,A
2277,2118,38,A
2278,2119,38,A
2279,2120,38,A
2280,2121,38,A
2281,2122,38,A
2282,2123,38,A
2283,2124,84,A
2284,2125,84,A
2285,2126,84,A
2286,2127,84,A
2287,2128,84,A
2288,2129,157,A
2289,2130,157,A
2290,2131,157,A
2291,2132,157,A
2292,2133,225,A
2293,2134,225,A
2294,2135,225,A
2295,2136,225,A
2296,2137,145,A
2297,2138,145,A
2298,2139,145,A
2299,2140,145,A
2300,2141,145,A
2301,2142,145,A
2302,2143,145,A
2303,2144,145,A
2304,2145,145,A
2305,2146,145,A
2306,2147,145,A
2307,2148,13,A
2308,2149,14,A
2309,2150,14,A
2310,2151,14,A
2311,2152,14,A
2312,2153,14,A
2313,2154,154,A
2314,2155,154,A
2315,2156,154,A
2316,2157,154,A
2317,2158,76,A
2318,2159,76,A
2319,2160,76,A
2320,2161,76,A
2321,2162,76,A
2322,2163,100,A
2323,2164,100,A
2324,2165,100,A
2325,2166,100,A
2326,2167,100,A
2327,2168,76,A
2328,2169,76,A
2329,2170,76,A
2330,2171,76,A
2331,2172,76,A
2332,2173,57,A
2333,2174,57,A
2334,2175,57,A
2335,2176,57,A
2336,2177,57,A
2337,2178,57,A
2338,2179,57,D
2339,2179,10,T
2340,2180,57,D
2341,2180,10,T
2342,2181,57,D
2343,2181,10,T
2344,2182,57,A
2345,2183,57,A
2346,2184,57,A
2347,2185,57,A
2348,2186,57,A
2349,2187,57,A
2350,2188,57,A
2351,2189,57,A
2352,2190,57,A
2353,2191,57,A
2354,2192,57,A
2355,2193,41,A
2356,2194,13,A
2357,2195,13,A
2358,2196,13,A
2359,2197,54,A
2360,2198,54,A
2361,2199,54,A
2362,2200,54,A
2363,2201,54,A
2364,2202,54,A
2365,2203,110,A
2366,2204,110,A
2367,2205,110,A
2368,2206,110,A
2369,2207,110,A
2370,2208,110,A
2371,2209,37,A
2372,2210,37,A
2373,2211,37,A
2374,2212,37,A
2375,2213,153,A
2376,2214,153,A
2377,2215,129,A
2378,2216,129,A
2379,2217,129,A
2380,2218,129,A
2381,2219,154,A
2382,2220,154,A
2383,2221,129,A
2384,2222,129,A
2385,2223,153,A
2386,2224,153,A
2387,2225,153,A
2388,2226,153,A
2389,2227,153,A
2390,2228,56,A
2391,2229,56,A
2392,2230,72,A
2393,2231,72,A
2394,2232,72,A
2395,2233,72,A
2396,2234,72,A
2397,2235,72,A
2398,2236,72,A
2399,2237,93,A
2400,2238,93,A
2401,2239,93,A
2402,2240,93,A
2403,2241,93,A
2404,2242,202,A
2405,2243,202,A
2406,2244,202,A
2407,2245,202,A
2408,2246,202,A
2409,2247,202,A
2410,2248,202,A
2411,2249,95,A
2412,2250,95,A
2413,2251,95,A
2414,2252,95,A
2415,2253,95,A
2416,2254,95,A
2417,2255,95,A
2418,2256,95,A
2419,2257,95,A
2420,2258,151,A
2421,2259,151,A
2422,2260,151,A
2423,2261,151,A
2424,2262,151,A
2425,2263,151,A
2426,2264,151,A
2427,2265,151,A
2428,2266,151,A
2429,2267,151,A
2430,2268,151,A
2431,2269,151,A
2432,2270,151,A
2433,2271,151,A
2434,2272,151,A
2435,2273,151,A
2436,2274,84,A
2437,2275,84,A
2438,2276,84,A
2439,2277,84,A
2440,2278,84,A
2441,2279,84,A
2442,2280,84,A
2443,2281,84,A
2444,2282,84,A
2445,2283,176,A
2446,2284,176,A
2447,2285,176,A
2448,2286,176,A
2449,2287,176,A
2450,2288,178,A
2451,2289,178,A
2452,2290,178,A
2453,2291,178,A
2454,2292,178,A
2455,2293,178,A
2456,2294,178,A
2457,2295,178,A
2458,2296,178,A
2459,2297,178,A
2460,2298,178,A
2461,2299,178,A
2462,2300,178,A
2463,2301,178,A
2464,2302,41,A
2465,2303,41,A
2466,2304,41,A
2467,2305,41,A
2468,2306,41,A
2469,2307,41,A
2470,2308,41,A
2471,2309,41,A
2472,2310,41,A
2473,2311,178,A
2474,2312,178,A
2475,2313,178,A
2476,2314,178,A
2477,2315,178,A
2478,2316,178,A
2479,2317,178,A
2480,2318,128,A
2481,2319,128,A
2482,2320,128,A
2483,2321,128,A
2484,2322,128,A
2485,2323,128,A
2486,2324,79,A
2487,2325,79,A
2488,2326,79,A
2489,2327,79,A
2490,2328,79,A
2491,2329,79,A
2492,2330,79,A
2493,2331,79,A
2494,2332,79,A
2495,2333,79,A
2496,2334,79,A
2497,2335,103,A
2498,2336,70,A
2499,2337,70,A
2500,2338,70,A
2501,2339,70,A
2502,2340,119,A
2503,2341,119,A
2504,2342,177,A
2505,2343,177,A
2506,2344,57,A
2507,2345,57,A
2508,2346,154,A
2509,2347,154,A
2510,2348,154,A
2511,2349,201,A
2512,2350,201,A
2513,2351,201,A
2514,2352,170,D
2515,2352,237,T
2516,2353,170,D
2517,2353,237,T
2518,2354,170,D
2519,2354,237,T
2520,2355,170,D
2521,2355,237,T
2522,2356,170,D
2523,2356,237,T
2524,2357,117,A
2525,2358,117,A
2526,2359,117,A
2527,2360,117,A
2528,2361,117,A
2529,2362,117,A
2530,2363,144,A
2531,2364,144,A
2532,2365,144,A
2533,2366,144,A
2534,2367,144,A
2535,2368,70,A
2536,2369,70,A
2537,2370,70,A
2538,2371,70,A
2539,2372,70,A
2540,2373,196,A
2541,2374,196,A
2542,2375,196,A
2543,2376,196,A
2544,2377,196,A
2545,2378,114,A
2546,2379,114,A
2547,2380,114,A
2548,2381,136,A
2549,2382,136,A
2550,2383,136,A
2551,2384,136,A
2552,2385,136,A
2553,2386,136,A
2554,2387,136,A
2555,2388,136,A
2556,2389,136,A
2557,2390,136,A
2558,2391,136,A
2559,2392,117,A
2560,2393,117,A
2561,2394,167,D
2562,2394,234,T
2563,2395,167,D
2564,2395,234,T
2565,2396,167,D
2566,2396,234,T
2567,2397,122,A
2568,2398,122,A
2569,2399,122,A
2570,2400,122,A
2571,2401,122,A
2572,2402,122,A
2573,2403,145,A
2574,2404,145,A
2575,2405,145,A
2576,2406,145,A
2577,2407,145,A
2578,2408,145,A
2579,2409,173,A
2580,2410,173,A
2581,2411,173,A
2582,2412,173,A
2583,2413,173,A
2584,2414,173,A
2585,2415,173,A
2586,2416,173,A
2587,2418,173,A
2588,2418,184,D
2589,2418,251,T
2590,2419,184,D
2591,2419,251,T
2592,2420,184,D
2593,2420,251,T
2594,2421,184,D
2595,2421,251,T
2596,2422,184,D
2597,2422,251,T
2598,2423,184,D
2599,2423,251,T
2600,2424,184,D
2601,2424,251,T
2602,2425,184,D
2603,2425,251,T
2604,2426,184,D
2605,2426,251,T
2606,2427,184,D
2607,2427,251,T
2608,2428,184,D
2609,2428,251,T
2610,2429,184,D
2611,2429,251,T
2612,2430,184,D
2613,2430,251,T
2614,2431,156,A
2615,2432,156,A
2616,2433,156,A
2617,2434,156,A
2618,2435,156,A
2619,2436,156,A
2620,2437,156,A
2621,2438,156,A
2622,2439,131,A
2623,2440,131,A
2624,2441,131,A
2625,2442,156,A
2626,2443,156,A
2627,2444,156,A
2628,2445,154,A
2629,2446,154,A
2630,2447,154,A
2631,2448,154,A
2632,2449,154,A
2633,2450,154,A
2634,2451,154,A
2635,2452,154,A
2636,2453,154,A
2637,2454,131,A
2638,2455,94,A
2639,2456,94,A
2640,2457,94,A
2641,2458,94,A
2642,2459,94,A
2643,2460,94,A
2644,2461,94,A
2645,2462,94,A
2646,2463,94,A
2647,2464,94,A
2648,2465,94,A
2649,2466,94,A
2650,2467,123,A
2651,2468,123,A
2652,2469,131,A
2653,2470,131,A
2654,2471,131,A
2655,2472,132,A
2656,2473,132,A
2657,2474,176,A
2658,2475,176,A
2659,2476,176,A
2660,2477,176,A
2661,2478,176,A
2662,2479,176,A
2663,2480,176,A
2664,2481,176,A
2665,2482,176,A
2666,2483,176,A
2667,2484,176,A
2668,2485,132,A
2669,2486,132,A
2670,2487,132,A
2671,2488,132,A
2672,2489,178,A
2673,2490,178,A
2674,2491,178,A
2675,2492,178,A
2676,2493,94,A
2677,2494,94,A
2678,2495,94,A
2679,2496,94,A
2680,2497,77,A
2681,2498,77,A
2682,2499,77,A
2683,2500,94,A
2684,2501,94,A
2685,2502,94,A
2686,2503,94,A
2687,2504,94,A
2688,2505,94,A
2689,2506,180,A
2690,2507,180,A
2691,2508,180,A
2692,2509,180,A
2693,2510,180,A
2694,2511,180,A
2695,2512,180,A
2696,2513,180,A
2697,2514,207,A
2698,2515,207,A
2699,2516,207,A
2700,2517,131,A
2701,2518,131,A
2702,2519,131,A
2703,2520,131,A
2704,2521,131,A
2705,2522,131,A
2706,2523,179,A
2707,2524,179,A
2708,2525,179,A
2709,2526,179,A
2710,2527,17,A
2711,2528,17,A
2712,2529,17,A
2713,2530,17,A
2714,2531,60,A
2715,2532,60,A
2716,2533,52,A
2717,2534,52,A
2718,2535,52,A
2719,2536,52,A
2720,2537,52,A
2721,2538,52,A
2722,2539,52,A
2723,2540,37,A
2724,2541,95,A
2725,2542,95,A
2726,2543,95,A
2727,2544,95,A
2728,2545,95,A
2729,2546,95,A
2730,2547,95,A
2731,2548,95,A
2732,2549,95,A
2733,2550,95,A
2734,2551,95,A
2735,2552,95,A
2736,2553,95,A
2737,2554,95,A
2738,2555,95,A
2739,2556,152,A
2740,2557,152,A
2741,2558,152,A
2742,2559,152,A
2743,2560,84,A
2744,2561,84,A
2745,2562,84,A
2746,2563,84,A
2747,2564,84,A
2748,2565,84,A
2749,2566,84,A
2750,2567,38,A
2751,2568,38,A
2752,2569,38,A
2753,2570,38,A
2754,2571,38,A
2755,2572,54,A
2756,2573,84,A
2757,2574,84,A
2758,2575,58,A
2759,2576,58,A
2760,2577,56,A
2761,2578,56,A
2762,2579,56,A
2763,2580,56,A
2764,2581,56,A
2765,2582,56,A
2766,2583,60,D
2767,2583,293,T
2768,2584,60,D
2769,2584,293,T
2770,2585,60,D
2771,2585,293,T
2772,2586,60,D
2773,2586,293,T
2774,2587,60,D
2775,2587,293,T
2776,2588,60,D
2777,2588,293,T
2778,2589,60,D
2779,2589,293,T
2780,2590,60,D
2781,2590,293,T
2782,2591,60,D
2783,2591,293,T
2784,2592,60,D
2785,2592,293,T
2786,2593,60,D
2787,2593,293,T
2788,2594,60,D
2789,2594,293,T
2790,2595,60,D
2791,2595,10,T
2792,2596,60,D
2793,2596,10,T
2794,2597,60,D
2795,2597,10,T
2796,2598,60,D
2797,2598,10,T
2798,2599,60,D
2799,2599,10,T
2800,2600,60,D
2801,2600,10,T
2802,2601,60,D
2803,2601,10,T
2804,2602,60,D
2805,2602,10,T
2806,2603,60,D
2807,2603,10,T
2808,2604,73,A
2809,2605,73,A
2810,2606,73,A
2811,2607,73,A
2812,2608,73,A
2813,2609,73,A
2814,2610,56,A
2815,2611,56,A
2816,2612,56,A
2817,2613,224,A
2818,2614,224,A
2819,2615,224,A
2820,2616,224,A
2821,2617,224,A
2822,2618,224,A
2823,2619,224,A
2824,2620,122,A
2825,2621,122,A
2826,2622,122,A
2827,2623,122,A
2828,2624,122,A
2829,2625,122,A
2830,2626,13,A
2831,2627,13,A
2832,2628,13,A
2833,2629,13,A
2834,2630,13,A
2835,2631,13,A
2836,2632,13,A
2837,2633,13,A
2838,2634,13,A
2839,2635,13,A
2840,2636,13,A
2841,2637,13,A
2842,2638,13,A
2843,2639,13,A
2844,2640,60,A
2845,2641,60,A
2846,2642,60,A
2847,2643,60,A
2848,2644,60,A
2849,2645,60,A
2850,2646,1,A
2851,2647,1,A
2852,2648,1,A
2853,2649,1,A
2854,2650,1,A
2855,2651,1,A
2856,2652,48,A
2857,2653,48,A
2858,2654,48,A
2859,2655,48,A
2860,2656,38,A
2861,2657,38,A
2862,2658,38,A
2863,2659,38,A
2864,2660,38,A
2865,2661,38,A
2866,2662,38,A
2867,2663,73,A
2868,2664,73,A
2869,2665,73,A
2870,2666,73,A
2871,2667,73,A
2872,2668,73,A
2873,2669,37,A
2874,2670,37,A
2875,2671,37,A
2876,2672,27,A
2877,2673,27,A
2878,2674,27,A
2879,2675,37,A
2880,2676,37,A
2881,2677,37,A
2882,2678,178,A
2883,2679,178,A
2884,2680,178,A
2885,2681,178,A
2886,2682,178,A
2887,2683,178,A
2888,2684,178,A
2889,2685,178,A
2890,2686,178,A
2891,2687,178,A
2892,2688,178,A
2893,2689,178,A
2894,2690,178,A
2895,2691,178,A
2896,2692,178,A
2897,2693,178,A
2898,2694,178,A
2899,2695,178,A
2900,2696,54,A
2901,2697,54,A
2902,2698,54,A
2903,2699,54,A
2904,2700,54,A
2905,2701,54,A
2906,2702,54,A
2907,2703,54,A
2908,2704,54,A
2909,2705,54,A
2910,2706,54,A
2911,2707,78,A
2912,2708,78,A
2913,2709,78,A
2914,2710,78,A
2915,2711,78,A
2916,2712,78,A
2917,2713,78,A
2918,2714,78,A
2919,2715,96,A
2920,2716,96,A
2921,2717,96,A
2922,2718,96,A
2923,2719,96,A
2924,2720,96,A
2925,2721,96,A
2926,2722,148,A
2927,2723,148,A
2928,2724,148,A
2929,2725,148,A
2930,2726,148,A
2931,2727,148,A
2932,2728,148,A
2933,2729,148,A
2934,2730,148,A
2935,2731,27,A
2936,2732,31,A
2937,2733,31,A
2938,2734,31,A
2939,2735,31,A
2940,2736,31,A
2941,2737,183,D
2942,2737,290,T
2943,2738,160,D
2944,2738,277,T
2945,2739,133,D
2946,2739,289,T
2947,2740,133,D
2948,2740,289,T
2949,2741,263,D
2950,2741,283,T
2951,2742,134,D
2952,2742,268,T
2953,2743,159,A
2954,2744,159,A
2955,2745,159,A
2956,2746,159,A
2957,2747,159,A
2958,2748,159,A
2959,2749,159,A
2960,2750,159,A
2961,2751,159,A
2962,2752,159,A
2963,2753,159,A
2964,2754,159,A
2965,2755,159,A
2966,2756,159,A
2967,2757,159,A
2968,2758,159,A
2969,2759,159,A
2970,2760,159,A
2971,2761,159,A
2972,2762,159,A
2973,2763,159,A
2974,2764,197,A
2975,2765,197,A
2976,2766,197,A
2977,2767,197,A
2978,2768,197,A
2979,2769,158,A
2980,2770,158,A
2981,2771,158,A
2982,2772,158,A
2983,2773,197,A
2984,2774,197,A
2985,2775,197,A
2986,2776,197,A
2987,2777,197,A
2988,2778,195,A
2989,2779,195,A
2990,2780,195,A
2991,2781,195,A
2992,2782,195,A
2993,2783,195,A
2994,2784,195,A
2995,2785,242,A
